LocationID,UserID,Country,State,City,Area
1634,1634,Sao Tome and Principe,New Jersey,Baileymouth,2027 Weaver Coves
1635,1635,British Virgin Islands,Nebraska,Lake Alexander,461 Glenda Ville
1636,1636,Barbados,New York,South Crystal,7658 Phillip Highway
1637,1637,Bouvet Island (Bouvetoya),Alabama,New Tylermouth,43762 Carl Branch
1638,1638,Iceland,New York,Leechester,371 Bell Forge
1639,1639,Guadeloupe,Michigan,Micheletown,4148 David Drives Apt. 742
1640,1640,Chad,California,Justinborough,67206 Miller Unions
1641,1641,Gambia,Utah,Fergusonchester,82890 Miller Mills
1642,1642,British Indian Ocean Territory (Chagos Archipelago),Rhode Island,East Nicole,0453 Barrett Stream
1643,1643,Georgia,Tennessee,South Richard,0857 Carter Via Suite 054
1644,1644,Turkmenistan,Washington,Marcfort,610 Lynn Ferry Suite 495
1645,1645,Afghanistan,New Hampshire,Lake Paige,3620 Lisa Hollow Suite 808
1646,1646,Belgium,Oregon,Brittanychester,027 Tiffany Hollow Apt. 229
1647,1647,Mauritius,Tennessee,Jamiestad,963 Brown Passage
1648,1648,Peru,Rhode Island,North James,45816 Sharon Forges
1649,1649,Sweden,Connecticut,Simpsonbury,212 Hughes Fords Apt. 871
1650,1650,American Samoa,North Dakota,West Julieton,7014 Smith Crescent
1651,1651,Philippines,California,West Michaelborough,115 Benjamin Walk
1652,1652,Cocos (Keeling) Islands,Nebraska,Ortegastad,2312 Simpson Mission
1653,1653,Greenland,Nevada,Walkerview,48896 Ochoa Street Suite 802
1654,1654,Puerto Rico,Oklahoma,New William,223 Garza Glen
1655,1655,Brazil,Georgia,East Keith,185 Jacqueline Shoals Suite 658
1656,1656,Mali,Massachusetts,Murphyburgh,2644 Jennings Plaza
1657,1657,United Kingdom,Texas,Brentstad,06422 Shannon Drive
1658,1658,Mayotte,Hawaii,Port Joseph,6560 Ramirez Freeway Suite 789
1659,1659,Denmark,Vermont,Brianmouth,8132 Sharon Cove
1660,1660,Venezuela,Utah,Webbmouth,39056 Dawn Hills Suite 498
1661,1661,Lebanon,Indiana,New Ellenshire,50882 Kelly Ford
1662,1662,Honduras,Vermont,Sanchezview,28962 Lewis Flat
1663,1663,Jersey,Washington,Aaronmouth,598 Mcknight Circles Apt. 916
1664,1664,Martinique,West Virginia,Shepherdfort,9246 Smith Glen Suite 531
1665,1665,Portugal,Georgia,Annaburgh,2294 Nelson Drive
1666,1666,Canada,Nevada,New Katelynstad,1277 Caitlin Highway Suite 028
1667,1667,Afghanistan,California,South Brandon,4112 Matthew Land
1668,1668,Sudan,Ohio,Millerstad,7232 Goodman Manor Suite 788
1669,1669,Eritrea,Georgia,Shirleyhaven,073 Washington Ridge
1670,1670,Bahrain,Utah,North Nataliefurt,015 Michael Plains
1671,1671,Western Sahara,Vermont,South Staceyborough,85518 Anthony Loop
1672,1672,Ethiopia,Colorado,Port Brittany,615 Diana Square
1673,1673,Guernsey,New York,Lake Randyshire,945 Savage Brooks
1674,1674,Ethiopia,Oklahoma,Crawfordland,4500 April Bridge
1675,1675,Cayman Islands,Montana,Mitchellview,138 Marissa Estate
1676,1676,Turkmenistan,New York,East Zachary,7781 Gonzalez Manors
1677,1677,Israel,West Virginia,West Dustin,525 Dale Road Suite 943
1678,1678,Hong Kong,Tennessee,Amandachester,48705 Luis Crescent
1679,1679,Czech Republic,Wisconsin,Lake Mariafurt,65994 Andersen Prairie
1680,1680,Turkmenistan,Michigan,Davidsonshire,25928 Page Divide Apt. 727
1681,1681,Armenia,North Dakota,Olsenhaven,113 Patrick Lock Apt. 724
1682,1682,Armenia,Ohio,East Christine,969 Wilson Estates
1683,1683,Togo,Maine,Toddside,969 Peters Port Apt. 965
1684,1684,Maldives,New York,Tinaport,373 Shane Lane
1685,1685,Norway,Maine,Obrienshire,7231 Lopez Roads
1686,1686,Hong Kong,Idaho,West Richard,863 Haley Haven Apt. 814
1687,1687,Faroe Islands,Oregon,Claireside,411 Ritter Valley
1688,1688,Cameroon,West Virginia,Shieldston,0899 Karen Ridges Apt. 177
1689,1689,Pakistan,Colorado,East Tammy,7772 Robert Way
1690,1690,Niue,Oregon,Robertsonshire,3509 Taylor Island Suite 038
1691,1691,Portugal,North Carolina,West Erinport,7243 Brandon Ferry
1692,1692,Mexico,Utah,Masonhaven,978 Johnson Bridge
1693,1693,Wallis and Futuna,Idaho,East Monica,7947 Taylor Pass
1694,1694,Nigeria,Montana,Alexisville,610 Brown Lodge
1695,1695,Mayotte,Florida,Murphyburgh,0541 Jessica Way
1696,1696,Micronesia,Nevada,Lake Crystalton,66250 Kimberly Estates
1697,1697,Malta,Missouri,Port Kimberlyton,74621 Michelle Green
1698,1698,Bhutan,Maryland,Randallfurt,7239 West Meadows Suite 898
1699,1699,Maldives,Ohio,North Jennifer,79014 Sanders Junctions Apt. 018
1700,1700,Bahrain,Idaho,Matthewfort,496 Erickson Park Suite 918
1701,1701,Luxembourg,Massachusetts,Lopezshire,289 Smith Union
1702,1702,North Macedonia,Colorado,Lake Robert,00958 Mcdonald Islands Suite 702
1703,1703,Heard Island and McDonald Islands,Maine,Tiffanyview,5948 Valdez Garden
1704,1704,Croatia,Iowa,Scottmouth,171 Curry Hills
1705,1705,India,Texas,West Kristiechester,3345 Gonzalez Parks
1706,1706,Uzbekistan,Michigan,West Davidland,0021 Cassandra Mission Suite 499
1707,1707,Liechtenstein,Missouri,Danielshire,6753 Miller Court Suite 662
1708,1708,Italy,Arizona,Timothybury,485 Rogers Ridge Suite 700
1709,1709,New Zealand,Pennsylvania,Judithmouth,27489 Norton Route Apt. 658
1710,1710,Belize,New Hampshire,West Vincent,0080 Cowan Bypass
1711,1711,Hong Kong,South Dakota,Daniellestad,35055 James Spring
1712,1712,Gibraltar,New Mexico,New Denise,95574 Ryan Mill
1713,1713,Malawi,Minnesota,Masonshire,176 Alexandra Meadow Suite 852
1714,1714,Cook Islands,Ohio,New Yolandaside,78326 Alex Garden Suite 483
1715,1715,Saint Vincent and the Grenadines,New Mexico,Jeremiahtown,411 Cortez Point
1716,1716,Trinidad and Tobago,Hawaii,New Christophermouth,650 Thompson Cliffs Suite 811
1717,1717,Solomon Islands,Texas,Leeland,1166 Mccarthy Street
1718,1718,Greece,Maryland,Kellyfort,99213 James Roads
1719,1719,Congo,Ohio,Gomezton,26301 Reyes Brooks Apt. 634
1720,1720,Sudan,Nevada,Kellyport,038 Johnson Ferry Suite 529
1721,1721,Maldives,North Dakota,Jacobchester,44461 John Row
1722,1722,Oman,Nebraska,North Michelle,7230 Wesley Corner
1723,1723,Netherlands,Iowa,New Dominique,6120 Kaitlyn Ferry Apt. 234
1724,1724,Bolivia,Oklahoma,Port Melissa,00466 Schroeder Green Suite 758
1725,1725,Antigua and Barbuda,New Hampshire,Annville,019 Rubio Field Apt. 798
1726,1726,Comoros,Michigan,New James,77345 Chavez Way
1727,1727,Philippines,Washington,North Timothy,632 Merritt Club Apt. 253
1728,1728,United States Virgin Islands,New York,Ryanburgh,0442 Anderson Motorway
1729,1729,Pitcairn Islands,Michigan,Wagnerchester,246 Long Ford
1730,1730,Libyan Arab Jamahiriya,Vermont,East Brian,957 Ramirez Road Suite 687
1731,1731,Ukraine,South Dakota,Port Amberbury,171 William Roads Apt. 862
1732,1732,Anguilla,Indiana,Dianeton,82872 Lambert Groves
1733,1733,Congo,Utah,West Jeremy,9950 Samuel Road
1734,1734,Burkina Faso,Arizona,Gailfort,1176 Tiffany Burg Suite 900
1735,1735,Kuwait,Vermont,Stoneshire,0717 David Divide
1736,1736,Japan,Florida,Kellybury,07906 Stewart Shore Apt. 628
1737,1737,Angola,Delaware,West Amanda,525 Wiley Circle Suite 020
1738,1738,Malta,Missouri,Gonzaleztown,7984 Michelle Garden
1739,1739,Slovakia (Slovak Republic),New Hampshire,North William,6457 Flores Vista Apt. 852
1740,1740,Sudan,Idaho,East Stevenberg,8028 Brooks Pine Suite 951
1741,1741,Burkina Faso,Texas,Port Lynn,750 Kyle Walks
1742,1742,Peru,Pennsylvania,Jenniferside,342 Rachel Turnpike Apt. 439
1743,1743,Burkina Faso,Missouri,New Tiffanymouth,57404 Pamela Ports Apt. 810
1744,1744,Wallis and Futuna,California,West Brentview,4456 Cunningham Via
1745,1745,Philippines,Tennessee,Perezhaven,17226 Emily Springs Suite 738
1746,1746,Timor-Leste,Massachusetts,Smithchester,68400 Morgan Skyway
1747,1747,Costa Rica,Missouri,Angelabury,5141 Smith Mission
1748,1748,Nicaragua,Minnesota,East Eriktown,17563 Valerie Street
1749,1749,Thailand,Colorado,Marshallbury,86018 Leon Square Suite 263
1750,1750,Swaziland,Oklahoma,Port Matthewchester,443 Jonathan Trail Suite 201
1751,1751,Burundi,Tennessee,Aliciashire,225 Christopher Village
1752,1752,Sudan,New Mexico,North Andrea,3209 Odom Keys Suite 011
1753,1753,Moldova,Utah,Ericchester,902 Donald Estates
1754,1754,Belgium,Kansas,Kathleenfort,28295 Klein Gardens
1755,1755,Togo,Pennsylvania,Ritterstad,2409 Evans Union
1756,1756,Sao Tome and Principe,Washington,Kimberlyview,304 Santiago Crest
1757,1757,Canada,Montana,Robertsonbury,23948 Rose Parks
1758,1758,Switzerland,Florida,Matthewport,8656 Joan Route
1759,1759,Grenada,Massachusetts,East Aimeetown,60713 Moreno Fords Apt. 707
1760,1760,Djibouti,Kansas,Roweport,259 Megan Square Suite 539
1761,1761,Bouvet Island (Bouvetoya),Indiana,New Manuel,249 Spears Skyway Suite 497
1762,1762,Chad,New York,Williamsberg,63977 Hunt Estate Apt. 139
1763,1763,Ethiopia,Maine,North Nicole,8317 Porter Highway Suite 210
1764,1764,Burkina Faso,Wyoming,Rossmouth,42339 Teresa Mountains Suite 949
1765,1765,Cyprus,Tennessee,Charlesbury,689 Butler Island Apt. 522
1766,1766,Saint Kitts and Nevis,Utah,Lisachester,03241 Matthew Glen
1767,1767,Lao People's Democratic Republic,New Jersey,Lake Daniellestad,7138 Lori Tunnel Suite 942
1768,1768,Uganda,Arizona,Villarrealchester,78520 Bryan Center
1769,1769,Christmas Island,Kansas,Samuelland,59487 Angela Flat
1770,1770,Mayotte,Michigan,Tuckerbury,99504 Kevin Estate
1771,1771,France,Wisconsin,Port Amy,629 Daniel Heights
1772,1772,South Africa,Tennessee,South Timothyview,31158 Tamara Circle
1773,1773,Cyprus,Illinois,Port Juliefurt,0927 Parks Glens
1774,1774,Bahrain,Illinois,Kathyport,18539 Tracy Union
1775,1775,Cocos (Keeling) Islands,Rhode Island,South Edward,616 Robert Knolls Suite 480
1776,1776,Kenya,Arizona,Lake Philipberg,730 Craig Glens Apt. 659
1777,1777,Trinidad and Tobago,New Hampshire,Port Andrea,963 Shaw Landing
1778,1778,Cuba,New Mexico,Gardnerburgh,4428 Erica Mission
1779,1779,Zambia,Tennessee,Jasonberg,7264 Stevens Locks
1780,1780,Cambodia,South Carolina,Lisaburgh,675 Katie Station Suite 974
1781,1781,Tuvalu,Ohio,New Jefferyfort,5782 April Meadow
1782,1782,Taiwan,Delaware,South Jennyberg,105 Anthony Fork Apt. 712
1783,1783,Argentina,Louisiana,New Paulland,42679 Jeffrey Point
1784,1784,Falkland Islands (Malvinas),North Dakota,Sarahland,40147 Dawn Stream Apt. 797
1785,1785,Nigeria,Rhode Island,New Nancystad,81489 Gonzalez Overpass
1786,1786,Norway,Oregon,Schultzchester,3514 Daniel Estate
1787,1787,Malawi,Colorado,North Dawn,39755 Hart Ridges Apt. 169
1788,1788,Guinea,Connecticut,Port Jacqueline,1769 Mcdonald Brook
1789,1789,Rwanda,Iowa,Lake John,35660 Johnson Islands
1790,1790,Georgia,Arkansas,Danielhaven,551 Gray Club Suite 980
1791,1791,Lesotho,Georgia,Mitchellfort,643 Cox Expressway Suite 768
1792,1792,Kuwait,Hawaii,Lisaton,526 Theresa Mountain
1793,1793,Finland,South Dakota,Matthewborough,889 Robert Crest
1794,1794,Serbia,Iowa,East Richardmouth,29750 Clarke Circles Suite 383
1795,1795,El Salvador,Vermont,Tiffanyborough,617 Brandon Coves
1796,1796,South Africa,New Mexico,West Megan,61032 Bryan Groves
1797,1797,Central African Republic,Wisconsin,Paceville,216 Leah Viaduct
1798,1798,Niger,Louisiana,Camachochester,52148 Sullivan Junction Suite 473
1799,1799,Cyprus,Montana,Port Benjaminfort,6408 Rodriguez Haven
1800,1800,Kazakhstan,Colorado,Port Johnborough,39453 Gibbs Junctions Apt. 842
1801,1801,Isle of Man,West Virginia,Zhanghaven,6052 Dennis Street Suite 685
1802,1802,Faroe Islands,Virginia,East Robert,79908 Amanda Street Suite 270
1803,1803,Namibia,Texas,Wayneshire,946 Joseph Green Suite 694
1804,1804,Belgium,Texas,New Bradleyside,0323 Ortiz Island Apt. 496
1805,1805,Guatemala,New York,Port Kevin,479 Jesse Valley
1806,1806,Montenegro,Missouri,Hodgesfort,5493 Emily Meadows Suite 439
1807,1807,Afghanistan,Wisconsin,Robertsonview,682 Mitchell Inlet
1808,1808,Tuvalu,New Hampshire,Baileyport,4383 Miller Forge
1809,1809,British Virgin Islands,Vermont,Diazport,77193 Hardy Pass
1810,1810,Gabon,Arkansas,Port Bobbyburgh,8736 Christina Expressway Suite 355
1811,1811,Belarus,Pennsylvania,West Ashleyshire,0242 Victoria Garden Suite 839
1812,1812,Somalia,Mississippi,Lake Michael,408 Shaw Alley
1813,1813,United Arab Emirates,Nevada,Codyside,54275 Connie Mall
1814,1814,Reunion,Wisconsin,Kellyview,628 Lin Roads
1815,1815,Zimbabwe,Mississippi,East Jennifer,2253 Theresa River Suite 070
1816,1816,Congo,Nebraska,Hatfieldfort,50937 Underwood Motorway
1817,1817,Canada,Alabama,South Jacob,848 Harris Estate Suite 879
1818,1818,Georgia,Michigan,East Clinton,14255 Hannah Wall
1819,1819,Antarctica (the territory South of 60 deg S),Washington,East Edward,76540 Kathleen Garden Suite 458
1820,1820,Martinique,Florida,Herbertshire,8887 Edward Throughway
1821,1821,Armenia,Indiana,Jerrymouth,6075 Lisa Square
1822,1822,Poland,Pennsylvania,New Travis,973 Lisa Junction Apt. 514
1823,1823,Cayman Islands,North Dakota,North Davidhaven,0482 Hamilton Villages
1824,1824,Lao People's Democratic Republic,South Dakota,Lake Rhonda,72224 Harmon Drive Apt. 985
1825,1825,Lebanon,Idaho,North Matthewport,69081 Donald Tunnel
1826,1826,Ukraine,Utah,South Kevin,8525 Ricky Radial
1827,1827,Liberia,Nevada,Davisfort,24747 Andrade Parkway Suite 843
1828,1828,Venezuela,Virginia,Lake Cynthiamouth,2524 Adams Pike
1829,1829,Saint Barthelemy,Delaware,Masonberg,3970 Osborne Stream
1830,1830,Jordan,Iowa,New Austinchester,1620 James Wells
1831,1831,Somalia,Delaware,Jackstad,0930 Ashley Burgs Suite 872
1832,1832,Sudan,Arkansas,Cathyborough,56464 Baker Row
1833,1833,Greece,Minnesota,North Jenniferview,751 Mcclain Circle Apt. 636
1834,1834,Ecuador,Massachusetts,Aaronfurt,79117 Christopher Throughway Apt. 345
1835,1835,South Africa,Oklahoma,Lake Nancy,513 Robinson Parkway Suite 422
1836,1836,Madagascar,Nevada,West Joseph,41948 Kyle Street Suite 573
1837,1837,Serbia,Ohio,North Arthurville,72591 King Court Apt. 053
1838,1838,Ghana,Oklahoma,Faulknerborough,678 Adam Streets Suite 648
1839,1839,Colombia,Missouri,Edwardburgh,392 Jacqueline Branch
1840,1840,Croatia,California,East Jason,70440 Lauren Summit
1841,1841,Bermuda,Arizona,Kylestad,52098 Nelson Drive Suite 333
1842,1842,Sao Tome and Principe,Arkansas,North Garyfurt,5271 Clark Lights
1843,1843,Svalbard & Jan Mayen Islands,Hawaii,Port Catherinefort,01942 Edward Forks Apt. 199
1844,1844,Saint Lucia,North Dakota,West Michelle,65810 Silva Drives Suite 309
1845,1845,Turks and Caicos Islands,Louisiana,North Richard,300 Moore Grove
1846,1846,Angola,New Mexico,Christopherchester,0923 Franklin Mount Suite 751
1847,1847,Afghanistan,Nevada,Davismouth,6755 Jesse Lakes Suite 957
1848,1848,Saint Barthelemy,Colorado,New Justin,5018 Gregory Mount
1849,1849,Saint Helena,Washington,Leahville,9316 Kenneth Hollow Apt. 277
1850,1850,Iceland,New Hampshire,North Toddbury,23650 Blake Walk Apt. 393
1851,1851,Kenya,Indiana,Hallmouth,6529 Mason Underpass Suite 612
1852,1852,Yemen,Minnesota,North Richardburgh,52119 Burnett Locks Suite 354
1853,1853,Uzbekistan,California,North Stephenhaven,296 Henderson Via
1854,1854,Venezuela,Minnesota,North Robertmouth,5055 Bates Tunnel
1855,1855,Denmark,Massachusetts,Lake Tim,10747 Tiffany Freeway
1856,1856,Northern Mariana Islands,Vermont,South Williamland,7712 Clements Canyon
1857,1857,Netherlands Antilles,Wisconsin,New Ericberg,450 Deleon Ranch Apt. 245
1858,1858,Cape Verde,Colorado,Ryanport,271 Mcintyre Plain
1859,1859,Cyprus,Tennessee,Port Nicoleborough,27194 Johnson Cliffs Suite 919
1860,1860,Estonia,Maryland,Lake Tammyshire,5083 Mary Tunnel
1861,1861,Mongolia,Massachusetts,Johnberg,171 Baker Field
1862,1862,Nicaragua,Texas,Samuelfort,9109 Amy Coves
1863,1863,Cyprus,Oklahoma,West Andrew,250 Glover Stream
1864,1864,Andorra,Arizona,Reyesview,6754 Stephanie View Apt. 211
1865,1865,Netherlands,Oklahoma,New Tasha,56515 James Wall
1866,1866,Mexico,Montana,Robertchester,967 Paige Extensions
1867,1867,Myanmar,New Hampshire,Tamihaven,79048 Hogan Island
1868,1868,Holy See (Vatican City State),Maine,Thomaschester,14156 Thomas Ports Suite 382
1869,1869,Ethiopia,Massachusetts,Samanthaview,5657 Amy Landing
1870,1870,Senegal,Texas,Lake Danielleshire,08949 Coleman Track Suite 458
1871,1871,Paraguay,Kentucky,Judyborough,64683 Mitchell Unions
1872,1872,Hong Kong,Rhode Island,South Michaelborough,72189 Nguyen Creek
1873,1873,Greece,Missouri,Port Matthew,92891 Garcia Dale Suite 940
1874,1874,Poland,Ohio,Christopherbury,769 Carly Motorway
1875,1875,Christmas Island,Michigan,Johnborough,01118 Nicole Way Suite 889
1876,1876,Korea,Arizona,North Michael,0340 Brown Freeway
1877,1877,Uzbekistan,South Carolina,Port Sabrina,40224 Rebecca Rapid Apt. 365
1878,1878,Solomon Islands,New Jersey,Carpenterchester,4793 Garrett Plaza
1879,1879,Palestinian Territory,Virginia,Bergmouth,3896 Estrada Village Suite 063
1880,1880,Romania,Massachusetts,Mariahfort,5739 April Field Suite 099
1881,1881,Guinea-Bissau,Washington,Patrickfort,24330 Courtney Orchard Apt. 896
1882,1882,Suriname,Indiana,Patrickport,29736 Joseph Neck Apt. 848
1883,1883,Faroe Islands,Maine,Williamsside,870 Stevenson Run
1884,1884,Sweden,Alaska,East Brandonburgh,837 Sabrina Knolls Apt. 119
1885,1885,Pakistan,Oklahoma,New Jose,996 Jennifer Radial Apt. 888
1886,1886,Aruba,Oregon,Jonathanton,964 Amy Locks
1887,1887,Kyrgyz Republic,Florida,West Gina,1236 Melanie Rest
1888,1888,Georgia,Georgia,Thomasfort,1226 Gonzalez Island
1889,1889,Pakistan,Michigan,South Laurenburgh,95156 Hurst Cape
1890,1890,Macao,Missouri,Lake Tim,55750 Marcus Turnpike
1891,1891,Greece,Washington,North Melissaville,70564 Zachary Manor Apt. 739
1892,1892,Lesotho,Louisiana,West Rodney,2526 Sean Shores
1893,1893,Slovenia,West Virginia,North Kenneth,449 Luna Islands Apt. 724
1894,1894,Bangladesh,Minnesota,Williamsmouth,21128 Jacqueline Shores
1895,1895,Mexico,Tennessee,Meganmouth,12926 Stephenson Wells
1896,1896,United Arab Emirates,Idaho,Jonesport,725 James Forks
1897,1897,Cook Islands,Indiana,East Aaronchester,6128 Nicholas Dam Apt. 619
1898,1898,Botswana,Louisiana,Samuelshire,052 Catherine Estates Suite 788
1899,1899,Jordan,Wisconsin,Amandaland,55103 Jose Roads
1900,1900,Guinea-Bissau,Indiana,Justinstad,8227 White Turnpike
1901,1901,Holy See (Vatican City State),Nebraska,Port Marcus,8241 Taylor Gateway Apt. 613
1902,1902,Albania,Pennsylvania,East Scott,9433 Duncan Shoals
1903,1903,Mauritius,Kentucky,South Jennifer,695 Torres Fall Suite 131
1904,1904,Bangladesh,Alaska,Williamsburgh,73386 Taylor Corner Apt. 441
1905,1905,Guyana,Colorado,Williamsberg,602 Chloe Knolls Suite 697
1906,1906,Bhutan,Indiana,Simpsonchester,6010 Flores Station
1907,1907,United Arab Emirates,Nebraska,Figueroastad,9890 Wallace Springs
1908,1908,Benin,Colorado,Lake Andreaport,834 Lewis Course
1909,1909,Tajikistan,Louisiana,North Ashleyland,20739 Richards Course
1910,1910,Bhutan,Idaho,Blevinshaven,909 Justin Prairie
1911,1911,Romania,Indiana,North Jennifer,299 Barbara Divide
1912,1912,Slovenia,Nebraska,New Fernando,9955 Torres Bridge
1913,1913,Guyana,Minnesota,Ericchester,325 Monique Road Apt. 022
1914,1914,Benin,Maine,South Leviberg,14832 Rodriguez Common Apt. 809
1915,1915,Uruguay,Ohio,Judyberg,58493 Sarah Circles Apt. 160
1916,1916,Poland,New Hampshire,New April,87628 Brian Rest
1917,1917,Thailand,South Carolina,New Debbietown,3893 Stephanie Inlet
1918,1918,Canada,Minnesota,Andrewbury,21538 Crosby Fields
1919,1919,Syrian Arab Republic,Virginia,Port Stevenstad,6331 Melissa Shore Apt. 286
1920,1920,Mali,New Mexico,South Davidville,6298 Charles Plains
1921,1921,Swaziland,Kentucky,East Kristinmouth,6242 James Views
1922,1922,Kazakhstan,Hawaii,Lake Sandramouth,280 Mccall Highway
1923,1923,Equatorial Guinea,Alaska,Sabrinaland,545 Amanda Run Apt. 902
1924,1924,Lao People's Democratic Republic,Indiana,Robersonshire,51228 Lawrence River
1925,1925,Christmas Island,Alaska,Cuevasstad,94378 Cox Mountains
1926,1926,Antarctica (the territory South of 60 deg S),Kentucky,Robertchester,203 Carr Ferry Suite 823
1927,1927,Cambodia,Georgia,East Jaime,770 Alexander Fords Suite 429
1928,1928,Nauru,Iowa,Woodwardfort,0846 Lynn Ferry Suite 531
1929,1929,Finland,Virginia,Amyburgh,919 Adams Well
1930,1930,Antarctica (the territory South of 60 deg S),Wisconsin,Donnaview,396 Kelly Plains Apt. 079
1931,1931,Brunei Darussalam,South Carolina,Ericafort,67230 King Ports Suite 444
1932,1932,Isle of Man,Virginia,New Gregoryborough,57402 Marc Stream Apt. 944
1933,1933,Kuwait,Louisiana,East Jeffrey,7826 Cody Islands
1934,1934,Saint Helena,Ohio,Lewisland,9807 Jacob Knoll Apt. 899
1935,1935,Samoa,Maryland,Browningside,0259 Erin Parks
1936,1936,Thailand,Delaware,Lisaport,7756 Smith Crossing Suite 491
1937,1937,French Polynesia,Massachusetts,South Sharon,3186 Stephen Crossing Apt. 765
1938,1938,Heard Island and McDonald Islands,New York,Amandaview,1313 Robert Stream Apt. 375
1939,1939,North Macedonia,Maryland,Romeroside,28156 Brittany Harbor Apt. 021
1940,1940,Micronesia,Kansas,Connormouth,55779 West Pass Apt. 569
1941,1941,Lebanon,Connecticut,South Jenniferport,27650 Tammy Turnpike Suite 050
1942,1942,Kazakhstan,Virginia,Port Kristenland,4628 Diaz Locks
1943,1943,Mozambique,Maryland,North Thomasport,7934 Marcus Fords Apt. 894
1944,1944,China,Kentucky,West Jaime,903 Lori Crossroad
1945,1945,Iceland,Texas,Joneston,7035 Christine Route
1946,1946,Iraq,Maryland,Lesliefurt,99227 Lisa Center
1947,1947,Mexico,South Carolina,North Karenborough,1881 Deborah Walks Suite 604
1948,1948,Canada,South Dakota,North Austin,050 Melton Well
1949,1949,Papua New Guinea,New Hampshire,Hannahton,37477 Olivia Skyway
1950,1950,Aruba,West Virginia,New Karenshire,956 Kevin Creek Suite 545
1951,1951,Kiribati,Massachusetts,Bradleyport,126 Moses Hills
1952,1952,Algeria,Oklahoma,Murphytown,5137 Combs Extensions
1953,1953,Gibraltar,South Carolina,Lake Alexisport,58100 Rivera Corner Apt. 648
1954,1954,South Africa,Kentucky,New Adamside,067 Cory Station Apt. 585
1955,1955,Sudan,Georgia,Lake Jaredbury,429 Hansen Skyway Suite 483
1956,1956,Paraguay,Delaware,Lake Nancyton,521 Mccall Forks
1957,1957,Romania,West Virginia,Smithport,0731 Harper Camp
1958,1958,Dominican Republic,North Dakota,Charlesburgh,87321 Jeffery Mountain
1959,1959,Cape Verde,Arkansas,Vanessaburgh,435 Adriana Track
1960,1960,Senegal,Illinois,Emilyhaven,7264 Sheri Park Suite 878
1961,1961,New Zealand,Oregon,West Craigville,0903 Jaime Walk
1962,1962,Northern Mariana Islands,Nevada,Wolfeview,90708 Kyle Mall
1963,1963,Liechtenstein,New Jersey,West Jermaine,3204 Adams Ways Apt. 048
1964,1964,Solomon Islands,Louisiana,North Connieview,4513 Lindsey Grove Apt. 648
1965,1965,Iraq,Delaware,West Steven,18336 Huerta Parks Apt. 168
1966,1966,Sweden,Illinois,Donnaton,5435 Richard Villages
1967,1967,Pakistan,Minnesota,South Joseph,141 Irwin Walk
1968,1968,Swaziland,Connecticut,Harrisview,177 Kimberly Roads Apt. 882
1969,1969,Portugal,Pennsylvania,Lake Tammy,48956 Victor Hollow
1970,1970,American Samoa,Missouri,Nataliefort,6636 Jennings Plains Suite 591
1971,1971,Grenada,Alabama,Port Holly,6055 Green Green
1972,1972,Egypt,Pennsylvania,Scottmouth,034 James Harbor
1973,1973,Croatia,Iowa,Valeriefurt,16997 Martin Port Apt. 959
1974,1974,Micronesia,Utah,East Timothy,3749 Green Trail
1975,1975,Lao People's Democratic Republic,New York,North Joseph,70177 Rivas Motorway
1976,1976,Mauritania,Connecticut,Lake Melanie,295 Benjamin Ville
1977,1977,Saint Vincent and the Grenadines,Kansas,Port David,046 Short Plaza
1978,1978,Solomon Islands,Missouri,Lutzbury,06941 Hoover Spring Suite 826
1979,1979,Mexico,Oklahoma,Christophertown,43431 James Mountains Apt. 918
1980,1980,New Caledonia,Wisconsin,Wrightside,113 Michelle Trail
1981,1981,Rwanda,Hawaii,South Melissamouth,94863 Reed Lock
1982,1982,India,Indiana,Lake Paul,9252 Lawson Ports Apt. 204
1983,1983,Mayotte,Florida,New Timothytown,069 Reid Village
1984,1984,Congo,Kansas,Codyville,310 Martin Drive Suite 883
1985,1985,Latvia,Vermont,Cartertown,6615 Craig Station
1986,1986,United Kingdom,Michigan,Smithtown,87053 Pierce Squares Suite 762
1987,1987,New Zealand,Texas,North Luisbury,28065 Frederick Plain Apt. 502
1988,1988,Indonesia,Iowa,Heidimouth,53888 Kathleen Isle Apt. 432
1989,1989,Uruguay,Colorado,Pennymouth,59388 Gonzalez Gardens Suite 896
1990,1990,Burkina Faso,Maine,Luismouth,4415 Anderson Villages
1991,1991,United States Minor Outlying Islands,Indiana,Bethbury,5078 Miller Ranch Apt. 845
1992,1992,Croatia,Montana,Brianmouth,2344 Gutierrez Springs
1993,1993,Mongolia,Arkansas,Wallerberg,5554 Jason Ridges Apt. 230
1994,1994,Bermuda,Tennessee,Gainesborough,9463 Sawyer Hollow
1995,1995,Kazakhstan,Idaho,North Erikamouth,242 Jackson Trafficway
1996,1996,Malta,Georgia,Blakeside,5218 Delgado Courts
1997,1997,Sudan,West Virginia,Sarafort,085 Nicholas Stravenue
1998,1998,Syrian Arab Republic,Nebraska,Hunterview,585 Kimberly Court Apt. 420
1999,1999,Sao Tome and Principe,Wisconsin,Port Kevinfurt,46460 Jenna Forges Suite 095
2000,2000,Armenia,Massachusetts,Kimberlyville,6530 Smith Rue Apt. 622
2001,2001,Lesotho,Wyoming,North Tiffany,6139 Lane Divide Suite 628
2002,2002,Myanmar,Maine,East Johnhaven,2159 Kendra Pass Suite 238
